getInstallerPackageName,newselect,mprotect,getPackageInfo,create_folder,getReceiverInfo,mkdir,pwrite64,getSearchableInfo,pread64,unlink,munmap,statfs64,getActivityInfo,fdatasync,fs_pipe_access,fs_access(read),fs_pipe_access(write),fs_access,mmap2,fs_access(),pipe,fcntl64,fs_access(create__write),nanosleep,getApplicationInfo,fs_access(create__read__write),rename,access,chmod,gettid,fs_access(create),brk,device_access,queryIntentServices,network_access,stat64,fs_access(write),open,lstat64,Class
0,0,353,1,2,0,2,0,0,160,0,180,0,0,0,1,14,0,15,244,0,2,15,2,11,0,0,0,5,1,26,2,75,2,0,0,35,6,41,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,58,1,3,0,3,0,0,1,0,3,0,0,0,2,10,0,4,36,0,2,5,2,0,0,0,0,8,2,21,2,17,2,0,0,18,6,26,3,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,477,3,5,0,5,1,0,29,2,186,0,2,5,1,1132,0,51,351,0,9,91,13,39,1,2,1,22,2,314,4,549,34,0,10,55,6,1242,13,3
0,0,230,1,3,0,3,0,0,5,7,12,0,0,0,1,10,0,4,78,7,3,40,10,244,0,0,7,22,10,54,3,37,2,0,0,53,7,36,11,2
0,6,292,1,3,0,3,0,0,47,5,93,0,0,0,5,22,0,8,162,5,6,35,8,21,0,0,5,39,8,48,3,118,2,0,0,143,7,50,9,3
0,0,57,1,3,0,3,0,0,24,3,28,0,0,0,1,8,0,3,58,3,2,5,6,1,0,0,3,12,6,23,3,21,2,0,0,25,6,28,7,3
0,0,366,3,6,0,6,81,0,221,7,126,1,1,50,1,841,0,133,304,1,9,793,5,7,1,6,3,195,7,264,15,208,63,0,11,243,6,1069,19,2
0,6843,2168,17,10,0,27,318,0,608,67,851,19,2,135,20,978,2,483,1786,61,47,2164,105,128620,22,0,76,984,99,405,78,494,204,0,64,885,17,1871,212,4
0,0,279,1,2,0,2,0,0,43,0,61,0,0,0,1,15,0,16,134,0,2,17,2,12,0,0,0,5,1,35,2,140,2,0,0,31,7,44,3,3
0,160,2945,14,29,0,49,155,0,149,36,503,10,1,70,45,908,0,273,1497,30,151,729,66,616,21,2,29,385,52,408,38,337,157,0,33,316,20,1467,338,4
0,0,56,1,0,0,0,0,0,1,0,2,0,0,0,2,9,0,4,32,0,2,5,2,0,0,0,0,3,0,21,1,8,2,0,0,11,6,24,3,2
0,0,782,6,12,0,17,0,0,19,9,135,2,0,0,2,120,0,60,437,9,3,117,71,16,4,0,9,86,19,60,59,84,52,0,0,130,11,380,68,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,156,1,2,0,2,0,0,15,0,27,0,0,0,1,15,0,9,90,0,2,11,2,5,0,0,0,5,1,27,2,47,3,0,0,21,6,37,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1001,15,6,0,12,92,0,92,39,308,8,2,45,15,294,0,148,751,33,29,483,45,39,16,3,28,234,46,311,20,192,78,0,24,271,11,601,72,1
0,0,83,1,2,0,2,0,0,16,0,23,0,0,0,1,14,0,8,76,0,2,8,2,1,0,0,0,5,1,22,2,56,2,0,0,15,6,34,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,71,1,2,0,2,0,0,1,0,3,0,0,0,2,9,0,4,36,0,2,5,2,0,0,0,0,3,1,21,2,13,2,0,0,15,6,25,3,4
0,0,247,4,0,0,0,30,0,53,4,61,1,0,15,6,20,0,36,146,2,12,298,4,33,7,0,2,93,3,193,5,79,24,0,10,91,6,97,26,4
0,0,83,1,2,0,2,0,0,21,0,21,0,0,0,1,10,0,5,54,0,2,5,2,1,0,0,0,3,1,21,2,22,2,0,0,19,6,27,3,2
0,0,272,3,6,0,6,6,0,15,4,58,0,1,25,1,499,0,33,206,0,10,213,6,8,1,7,2,46,5,267,5,181,7,0,11,70,6,563,13,2
0,0,262,4,5,0,5,182,0,124,10,116,1,1,85,1,61,0,84,191,6,3,452,12,19,13,0,6,110,16,60,22,126,17,0,5,140,7,203,15,1
0,160,4092,12,36,0,65,211,0,247,53,604,12,0,95,65,518,0,385,1877,45,170,1317,88,302,21,2,43,786,82,338,63,412,217,0,53,538,24,1297,416,4
0,0,55,1,3,0,3,0,0,24,3,28,0,0,0,1,8,0,3,58,3,2,5,6,9,0,0,3,12,6,23,3,21,2,0,1,25,6,28,7,3
0,160,2868,13,29,0,49,125,0,135,34,499,10,1,55,45,738,0,264,1494,30,151,658,66,229,21,2,29,373,51,378,34,336,156,0,33,295,20,1282,338,4
0,0,194,1,3,0,3,0,0,41,1,73,0,0,0,1,15,0,8,130,1,2,13,4,11,0,0,1,18,4,29,3,73,2,0,0,48,6,38,5,3
0,0,58,1,0,0,1,30,0,82,2,49,1,0,15,1,10,0,45,86,0,2,310,3,3,1,0,0,86,1,25,5,32,37,0,0,98,6,107,15,4
0,0,230,3,5,0,7,0,0,12,2,60,2,1,0,5,31,0,27,179,2,10,22,10,6,4,0,2,35,11,48,6,57,3,0,0,47,7,85,13,1
0,0,124,2,2,0,2,0,0,31,0,42,0,0,0,1,14,0,8,98,0,2,8,2,3,0,0,0,9,1,25,2,47,3,0,0,21,6,35,3,3
0,0,920,51,4,0,17,255,0,415,56,226,13,3,110,30,103,0,267,627,54,53,1537,61,180,19,2,94,751,21,286,94,242,101,2,13,447,7,642,164,4
0,0,56,1,0,0,0,0,0,1,0,2,0,0,0,2,9,0,4,32,0,2,5,2,0,0,0,0,3,0,21,1,8,2,0,0,11,6,24,3,2
0,0,288,3,5,0,5,136,0,6,7,145,0,1,25,1,764,0,48,305,3,9,367,4,13,1,7,2,44,2,495,24,738,25,0,10,72,6,878,25,4
0,168,3005,12,29,0,49,155,0,146,36,499,10,1,70,43,559,0,271,1494,30,151,730,66,180,21,2,29,387,52,340,38,335,157,0,33,316,20,1114,338,4
0,0,448,3,5,0,5,1,0,22,2,137,0,1,5,1,839,0,44,297,0,9,96,12,30,1,2,1,22,2,296,4,364,22,0,10,49,6,929,13,3
0,0,557,3,6,0,6,0,0,41,2,55,0,4,5,2,17,0,18,161,0,8,74,2,29,1,2,0,41,4,185,2,98,5,0,8,22,6,52,10,4
0,0,55,1,3,0,3,0,0,24,3,28,0,0,0,1,8,0,3,58,3,2,5,6,3,0,0,3,12,6,23,3,22,2,0,0,25,6,28,7,3
0,0,414,1,2,0,2,0,0,139,0,180,0,0,0,1,16,0,20,252,0,2,22,2,11,0,0,0,5,1,33,2,145,2,0,0,49,6,48,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,177,2,2,0,2,0,0,31,0,45,0,0,0,1,35,0,13,110,0,2,24,2,8,0,0,0,9,1,29,2,53,3,0,0,21,6,61,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,56,1,0,0,0,0,0,1,0,2,0,0,0,2,9,0,4,32,0,2,5,2,0,0,0,0,3,0,21,1,8,2,0,0,11,6,24,3,2
0,0,254,1,2,0,2,0,0,18,0,22,0,0,0,1,14,0,16,94,0,2,7,2,6,0,0,0,5,1,30,2,51,2,0,0,17,6,42,3,3
0,0,191,2,3,0,3,84,0,113,2,106,1,0,35,1,11,0,52,139,0,2,384,2,10,0,0,0,87,10,57,17,36,6,0,6,131,6,94,3,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,123,2,3,0,3,0,0,4,0,5,0,0,0,1,10,0,5,41,0,2,6,4,2,1,0,0,6,2,25,2,22,2,0,0,17,6,29,3,4
0,0,376,5,1,0,2,30,0,19,4,91,5,0,15,10,36,0,30,219,2,18,190,5,31,4,0,2,138,3,221,6,93,8,0,15,132,7,95,52,4
0,0,300,4,3,0,3,0,0,47,2,64,0,1,5,3,18,0,20,170,0,8,77,2,9,1,2,0,20,2,182,2,139,5,0,9,30,6,55,10,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,160,2987,13,29,0,49,125,0,135,34,498,10,1,55,44,556,0,263,1490,30,151,658,66,334,20,2,29,373,51,333,34,351,156,0,33,295,20,1098,338,4
0,0,213,1,3,0,3,0,0,6,13,25,0,0,0,2,10,0,4,94,13,3,12,16,305,0,0,13,13945,16,62,3,48,2,0,0,59,7,42,17,2
0,0,118,1,2,0,2,0,0,15,0,13,0,0,0,2,8,0,3,44,0,2,5,2,1,0,0,0,3,1,22,2,15,2,0,0,15,6,23,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,55,1,3,0,3,0,0,24,3,28,0,0,0,1,8,0,3,58,3,2,5,6,2,0,0,3,12,6,23,3,22,2,0,0,25,6,28,7,3
0,0,252,1,3,0,3,0,0,44,3,82,0,0,0,1,16,0,8,148,3,2,16,6,18,0,0,3,30,6,39,3,72,2,0,0,85,7,42,7,3
0,1,317,3,7,0,10,0,0,18,0,37,0,2,0,1,18,1,17,103,0,3,15,3,11,0,0,0,6,2,24,2,181,2,0,0,26,6,48,3,4
0,0,302,3,5,0,5,130,0,7,7,147,0,1,25,1,820,0,49,309,3,9,359,4,12,1,6,2,44,2,494,24,701,24,0,10,72,6,933,25,4
0,0,184,1,2,0,2,0,0,16,0,31,0,0,0,1,15,0,9,94,0,2,11,2,7,0,0,0,5,1,31,2,50,3,0,0,17,6,37,3,3
0,0,217,3,4,0,4,0,0,43,2,90,0,0,0,1,15,0,17,163,2,2,32,9,8,1,0,2,40,9,49,4,89,3,0,0,62,7,56,12,1
0,0,409,3,6,0,6,1,0,19,8,129,0,1,5,1,832,0,47,289,6,9,90,12,38,1,2,7,39,10,285,5,364,21,0,11,71,6,925,20,3
0,0,156,1,3,0,3,0,0,16,0,27,0,0,0,1,16,0,8,80,0,2,8,3,3,0,0,0,10,3,24,3,29,2,0,0,20,6,38,4,3
0,0,399,5,1,0,2,30,0,45,4,97,5,0,15,9,36,0,41,228,2,18,275,5,27,4,0,2,158,5,220,8,97,10,0,19,160,7,110,52,4
0,0,548,74,0,0,6,916,0,584,7,495,8,0,410,14,48,0,339,720,3,22,3639,5,99,6,0,2,511,24,159,108,115,57,0,6,641,7,567,42,4
0,0,55,1,3,0,3,0,0,24,3,28,0,0,0,1,8,0,3,58,3,2,5,6,2,0,0,3,12,6,23,3,21,2,0,0,25,6,28,7,3
0,160,3168,11,29,0,59,125,0,134,37,593,30,0,55,67,798,0,377,1848,33,192,694,70,601,19,2,32,452,55,402,43,431,166,0,36,305,20,1478,364,4
0,0,112,2,3,0,3,0,0,2,1,29,0,0,0,2,9,0,2,83,1,7,15,6,5,0,0,1,14,6,57,2,24,2,0,0,35,7,28,7,2
0,0,569,24,0,0,12,143,0,66,2,281,16,0,65,31,116,0,150,680,2,58,631,4,66,16,0,2,176,3,149,27,106,17,0,3,206,7,322,25,4
0,0,397,3,6,0,6,1,0,17,8,118,0,1,5,1,709,0,42,281,6,9,91,12,13,1,2,7,39,10,288,5,364,17,0,11,72,6,793,20,3
0,0,2853,3,7,0,9,34,0,25,4,105,37,0,20,3,78,0,52,350,0,9,217,18,38,21,2,1,122,5,240,7,110,31,0,20,74,11,199,90,4
0,0,245,1,3,0,3,0,0,30,0,40,0,0,0,1,15,0,16,111,0,2,37,2,5,0,0,0,83,2,61,2,100,2,0,0,83,7,44,3,2
0,0,145,1,3,0,3,0,0,16,0,29,0,0,0,1,16,0,8,82,0,2,8,3,2,0,0,0,10,3,24,3,20,2,0,0,20,6,38,4,3
0,0,194,1,3,0,3,0,0,46,1,59,0,0,0,1,14,0,15,129,1,2,10,4,4,0,0,1,10,4,28,3,75,2,0,0,20,6,44,5,2
0,0,21,1,0,0,0,0,0,1,0,2,0,0,0,2,8,0,3,32,0,2,5,2,0,0,0,0,3,0,21,1,9,2,0,0,11,6,22,3,2
0,0,236,1,2,0,2,0,0,43,0,61,0,0,0,1,15,0,16,128,0,2,17,2,11,0,0,0,5,1,27,2,131,2,0,0,31,7,44,3,3
0,0,89,0,2,0,2,0,0,45,0,48,0,0,0,3,2,0,42,54,0,4,0,0,3,5,0,0,1,0,7,3,28,1,0,1,20,2,50,0,3
0,0,108,1,2,0,2,0,0,27,0,46,0,0,0,1,14,0,15,109,0,2,11,2,7,0,0,0,7,1,27,2,56,2,0,0,22,6,41,3,2
0,0,237,1,2,0,2,0,0,21,0,29,0,1,0,1,15,0,15,94,0,2,8,2,7,0,0,0,5,1,26,2,55,2,0,0,17,6,42,3,4
0,0,376,11,4,0,4,0,0,31,10,143,0,3,5,3,751,0,37,333,8,10,137,13,19,1,2,8,98,14,308,3,241,6,0,10,119,6,818,21,1
0,0,293,7,3,0,3,0,0,2,2,67,0,0,0,2,20,0,10,130,2,2,128,6,17,1,0,2,23,6,60,3,55,2,0,55,23,6,47,9,4
0,0,56,1,0,0,0,0,0,1,0,2,0,0,0,1,9,0,4,32,0,2,5,2,1,0,0,0,3,0,21,1,9,2,0,0,11,6,24,3,2
0,0,87,2,3,0,3,0,0,26,3,39,0,0,0,1,10,0,5,70,3,2,6,7,2,0,0,3,17,7,26,3,25,2,0,0,37,6,33,8,3
0,0,168,1,3,0,3,0,0,5,0,18,0,0,0,1,16,0,9,78,0,2,6,3,3,0,0,0,8,3,33,3,39,2,0,0,76,7,40,4,2
0,0,341,3,6,0,6,29,0,70,6,108,1,1,20,3,455,0,40,252,2,9,207,7,10,1,2,2,53,10,232,8,191,8,2,10,101,6,526,13,2
0,0,173,1,3,0,3,0,0,11,0,18,0,0,0,1,15,0,15,89,0,2,34,2,3,0,0,0,73,2,58,2,60,2,0,0,73,7,43,3,2
0,0,2958,11,29,0,48,215,0,551,40,565,10,0,100,16,375,0,426,1556,30,30,1933,64,49,18,2,29,707,83,296,73,336,187,0,26,733,20,1147,146,4
0,0,328,4,3,0,3,0,0,64,2,81,0,1,5,3,18,0,19,192,0,8,77,2,13,1,2,0,20,2,190,2,118,5,0,9,30,6,54,10,4
0,0,56,1,0,0,0,0,0,1,0,2,0,0,0,1,9,0,4,32,0,2,5,2,1,0,0,0,3,0,21,1,8,2,0,0,11,6,24,3,2
0,0,46,1,0,0,1,30,0,56,2,36,1,0,15,1,10,0,32,70,0,2,219,3,5,1,0,0,60,1,21,5,33,24,0,0,72,6,81,15,4
0,0,260,1,2,0,2,0,0,18,0,22,0,0,0,1,14,0,16,91,0,2,7,2,5,0,0,0,5,1,26,2,52,2,0,0,17,6,42,3,3
0,0,107,2,2,0,2,0,0,46,0,54,0,0,0,1,14,0,14,113,0,2,7,3,2,0,0,0,5,1,22,2,56,2,0,0,15,6,41,5,4
0,0,1278,9,9,0,9,293,1,383,10,487,1,11,60,4,66,0,121,627,6,11,838,21,79,1,2,11,282,16,247,15,214,181,0,8,289,63,471,25,4
0,0,347,3,4,0,4,0,0,36,2,129,0,1,5,2,685,0,36,280,0,10,95,3,17,1,2,0,23,4,266,3,264,13,0,12,28,6,748,11,3
0,0,131,1,3,0,3,0,0,34,0,47,0,0,0,2,14,0,16,117,0,3,10,3,3,0,0,0,34,3,28,3,58,2,0,0,22,6,44,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,335,22,4,0,4,0,0,138,1,223,1,2,0,1,48,0,37,364,1,4,69,5,21,1,0,2,19,4,57,3,217,3,0,0,121,7,104,11,4
0,0,492,3,5,0,5,1,0,19,2,138,0,1,5,1,875,0,47,300,0,9,95,14,21,1,2,1,22,2,297,4,422,21,0,11,48,6,969,13,3
0,0,122,1,2,0,2,0,0,17,0,25,0,0,0,1,14,0,8,81,0,2,8,2,3,0,0,0,7,1,25,2,37,2,0,0,18,6,34,3,3
0,0,119,1,2,0,2,0,0,49,0,65,0,0,0,1,14,0,15,124,0,2,12,2,1,0,0,0,7,1,23,2,75,2,0,0,24,6,41,3,3
0,0,84,1,0,0,0,0,0,13,0,20,0,0,0,1,14,0,14,81,0,2,7,2,0,0,0,0,5,0,24,1,24,2,0,0,11,7,40,3,2
0,0,317,4,3,0,3,0,0,37,2,54,0,1,5,3,18,0,20,160,0,8,77,2,11,1,2,0,20,2,182,2,116,5,0,9,30,6,55,10,4
0,0,56,1,3,0,3,0,0,24,3,28,0,0,0,1,8,0,3,58,3,2,5,6,1,0,0,3,12,6,23,3,24,2,0,0,25,6,28,7,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,225,1,3,0,3,0,0,5,8,12,0,0,0,2,10,0,4,78,8,3,28,11,298,0,0,8,13783,11,54,3,53,2,0,0,54,7,37,12,2
0,0,70,1,2,0,2,0,0,6,0,13,0,0,0,1,14,0,8,64,0,2,6,4,1,0,0,0,9,1,21,4,24,2,0,0,15,6,38,3,3
0,0,240,1,2,0,2,0,0,44,0,52,0,1,0,1,14,0,14,117,0,2,8,2,4,0,0,0,5,1,26,2,70,2,0,0,17,6,40,3,4
0,0,210,1,4,0,4,0,0,8,0,76,0,0,0,1,61,0,20,142,0,13,89,3,609,0,0,0,13,4,73,3,75,2,8,0,153,6,95,4,4
0,0,56,1,0,0,0,0,0,1,0,2,0,0,0,1,9,0,4,32,0,2,5,2,0,0,0,0,3,0,21,1,8,2,0,0,11,6,24,3,2
0,0,55,1,3,0,3,0,0,24,3,28,0,0,0,1,8,0,3,58,3,2,5,6,3,0,0,3,12,6,23,3,23,2,0,0,25,6,28,7,3
0,0,229,2,0,0,2,0,0,2,3,45,3,0,0,4,20,0,9,93,3,6,32,5,17,2,0,2,66,2,44,1,31,4,0,2,77,6,47,38,4
0,0,145,3,3,0,3,128,0,58,2,37,1,0,40,1,10,0,32,70,0,2,253,2,3,0,0,0,45,3,33,11,47,11,0,0,77,6,72,3,2
0,0,169,1,3,0,3,0,0,5,0,18,0,0,0,1,16,0,9,78,0,2,6,3,7,0,0,0,8,3,33,3,40,2,0,0,74,7,40,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,255,1,2,0,2,0,0,43,0,61,0,0,0,1,15,0,16,128,0,2,17,2,8,0,0,0,5,1,27,2,143,2,0,0,31,7,44,3,3
0,0,419,1,2,0,2,0,0,139,0,179,0,0,0,1,16,0,20,251,0,2,22,2,15,0,0,0,5,1,33,2,156,2,0,0,49,6,48,3,2
0,0,1608,33,10,0,18,131,0,175,200,566,11,2,65,16,536,0,183,1239,192,33,629,214,81,21,2,190,603,211,376,26,350,89,0,30,621,13,1065,250,4
0,0,125,2,2,0,2,0,0,31,0,42,0,0,0,1,14,0,8,98,0,2,8,2,3,0,0,0,9,1,25,2,47,3,0,0,21,6,35,3,3
0,0,270,3,5,0,5,0,0,96,2,118,0,0,5,3,17,0,13,216,0,8,75,4,3,1,2,0,31,5,184,3,116,5,0,8,28,6,50,11,4
0,0,2894,11,29,0,48,215,0,551,37,565,10,0,100,15,375,0,425,1556,27,30,1956,61,54,17,2,26,701,80,296,73,351,188,0,34,730,20,1144,143,4
0,0,51,1,3,0,3,0,0,24,1,28,0,0,0,1,8,0,3,58,1,2,5,4,3,0,0,1,8,4,23,3,21,2,0,0,21,6,26,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,148,1,2,0,2,0,0,11,0,61,0,0,0,1,15,0,9,119,0,2,7,2,3,0,0,0,33,1,40,2,39,3,0,0,50,6,37,3,2
0,0,83,1,3,0,3,0,0,26,3,33,0,0,0,1,10,0,5,63,3,2,6,6,3,0,0,3,12,6,24,3,26,2,0,0,33,6,32,7,3
0,0,150,1,3,0,3,0,0,1,0,6,0,0,0,1,35,0,10,42,0,2,41,3,2,0,0,0,6,3,28,3,22,2,0,0,33,6,59,4,2
0,0,398,3,6,0,6,1,0,17,8,121,0,1,5,1,821,0,45,282,6,9,92,12,20,1,2,7,39,10,289,5,354,17,0,11,72,6,908,20,3
0,0,353,3,4,0,4,0,0,16,2,45,0,1,5,3,19,0,14,145,0,8,72,3,7,1,2,0,23,4,186,3,108,4,0,14,46,6,51,11,2
0,0,51,1,3,0,3,0,0,21,1,25,0,0,0,1,8,0,3,55,1,2,5,4,3,0,0,1,8,4,23,3,22,2,0,0,21,6,26,5,3
0,0,153,1,3,0,3,0,0,16,0,31,0,0,0,1,16,0,8,90,0,2,8,3,1,0,0,0,10,3,32,3,28,2,0,0,20,6,38,4,3
0,0,57,1,0,0,1,30,0,82,2,49,1,0,15,1,10,0,45,83,0,2,310,3,3,1,0,0,86,1,21,5,32,37,0,0,98,6,107,15,4
0,0,347,2,1,0,1,0,0,24,0,79,0,0,0,1,19,0,19,158,0,2,12,10,15,1,0,0,26,9,69,1,34,8,0,0,30,9,66,3,1
0,0,642,6,5,0,11,29,0,72,2,189,7,4,15,14,67,0,79,417,0,27,206,3,17,3,0,0,68,7,89,14,113,4,0,0,143,7,174,4,1
0,0,264,1,2,0,2,0,0,18,0,22,0,0,0,1,14,0,16,91,0,2,7,2,5,0,0,0,5,1,26,2,52,2,0,0,17,6,42,3,3
0,0,80,2,3,0,3,0,0,26,3,39,0,0,0,1,10,0,5,69,3,2,6,7,3,0,0,3,17,7,26,3,28,2,0,0,37,6,33,8,3
0,0,305,3,3,0,3,0,0,9,2,14,0,1,5,4,14,0,9,1153,0,8,69,2,7,1,2,0,18,2,177,2,59,4,0,8,19,7,40,10,3
0,0,154,2,3,0,3,0,0,1,0,2,0,0,0,1,10,0,5,41,0,2,10,7,3,1,0,0,7,2,26,2,22,3,0,0,17,6,33,3,4
0,0,180,7,7,0,9,0,0,8,5,45,0,0,0,1,15,0,14,111,5,2,28,16,7,5,0,5,53,14,41,7,50,4,0,0,47,7,64,29,1
0,0,170,1,3,0,3,0,0,5,0,18,0,0,0,1,16,0,9,78,0,2,6,3,3,0,0,0,8,3,33,3,39,2,0,0,74,7,40,4,2
0,0,119,1,2,0,2,0,0,49,0,65,0,0,0,1,14,0,15,125,0,2,12,2,2,0,0,0,7,1,23,2,68,2,0,0,24,6,41,3,3
0,0,3024,12,12,0,24,84,0,234,22,533,13,4,50,13,1202,0,333,1721,10,27,1071,41,103,10,6,11,285,30,364,43,515,213,1,22,429,23,1862,117,4
0,12,554,24,10,0,12,0,0,46,30,146,6,0,0,7,48,3,100,269,30,16,158,48,59,10,0,18,477,31,72,19,116,7,0,20,797,6,240,58,4
0,3,614,1,5,0,11,57,0,74,19,103,7,1,25,12,109,0,111,404,17,24,299,20,10,0,0,15,96,25,48,19,97,29,0,1,140,8,296,36,4
0,0,379,1,4,0,5,0,0,6,0,55,1,0,0,3,65,0,32,241,0,4,47,5,4,0,0,0,12,4,46,4,53,26,0,0,93,9,141,14,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,49,1,3,0,3,0,0,24,1,28,0,0,0,1,8,0,3,58,1,2,5,4,1,0,0,1,8,4,23,3,21,2,0,0,21,6,26,5,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,415,3,6,0,6,1,0,17,8,113,0,1,5,1,742,0,44,273,6,9,91,12,12,1,2,7,39,10,274,5,345,17,0,11,72,6,828,20,3
0,0,54,1,3,0,3,0,0,19,1,23,0,0,0,1,9,0,4,54,1,2,5,4,3,0,0,1,8,4,23,3,23,2,0,0,27,6,28,5,3
0,22,339,5,4,0,6,0,0,29,5,101,0,1,0,6,29,0,27,204,5,11,35,12,16,9,0,5,41,13,57,5,76,5,0,0,41,7,85,15,1
0,0,62,1,2,0,2,0,0,27,0,28,0,0,0,2,8,0,3,58,0,2,5,2,0,0,0,0,3,1,21,2,17,2,0,0,15,6,23,3,3
0,0,490,7,6,0,7,6,0,116,6,206,0,1,20,2,732,0,49,372,2,10,262,7,57,4,6,3,48,5,268,7,282,6,0,11,97,6,813,23,4
